state,district,tehsil,village_en,lgd_village_code
Bihar,Gaya,Bodh Gaya,Adham khap,256551
Bihar,Gaya,Bodh Gaya,Agani,256489
Bihar,Gaya,Bodh Gaya,Amar Bigha,256502
Bihar,Gaya,Bodh Gaya,Antiya,256515
Bihar,Gaya,Bodh Gaya,Arjun Bigha,256554
Bihar,Gaya,Bodh Gaya,Asni,256544
Bihar,Gaya,Bodh Gaya,Atiya,256580
Bihar,Gaya,Bodh Gaya,Aunra,256558
Bihar,Gaya,Bodh Gaya,Babhni,256582
Bihar,Gaya,Bodh Gaya,Badar Khap,256525
Bihar,Gaya,Bodh Gaya,Bagahi Khurd,256609
Bihar,Gaya,Bodh Gaya,Bagdaha,256500
Bihar,Gaya,Bodh Gaya,Bagha Khap,256527
Bihar,Gaya,Bodh Gaya,Bairi chak,256533
Bihar,Gaya,Bodh Gaya,Bajraha,256521
Bihar,Gaya,Bodh Gaya,Bakraur,256509
Bihar,Gaya,Bodh Gaya,Banarsi Bigha,256606
Bihar,Gaya,Bodh Gaya,Bara,256564
Bihar,Gaya,Bodh Gaya,Baraini,256530
Bihar,Gaya,Bodh Gaya,Barawan,256488
Bihar,Gaya,Bodh Gaya,Basari,256592
Bihar,Gaya,Bodh Gaya,Bataspur,256593
Bihar,Gaya,Bodh Gaya,Bela Dih,256531
Bihar,Gaya,Bodh Gaya,Bhaiya Bigha,256498
Bihar,Gaya,Bodh Gaya,Bhalua,256512
Bihar,Gaya,Bodh Gaya,Bhanwarbar,256563
Bihar,Gaya,Bodh Gaya,Bhusia,256487
Bihar,Gaya,Bodh Gaya,Birhut,256492
Bihar,Gaya,Bodh Gaya,Budhaul,256596
Bihar,Gaya,Bodh Gaya,Chhanchh,256602
Bihar,Gaya,Bodh Gaya,Dadpur,256546
Bihar,Gaya,Bodh Gaya,Dhamare,256547
Bihar,Gaya,Bodh Gaya,Dhanawan,256505
Bihar,Gaya,Bodh Gaya,Dhanawan,256537
Bihar,Gaya,Bodh Gaya,Dhandhawa,256514
Bihar,Gaya,Bodh Gaya,Diprahiya,256524
Bihar,Gaya,Bodh Gaya,Dirawan,256484
Bihar,Gaya,Bodh Gaya,Dulra,256520
Bihar,Gaya,Bodh Gaya,Dumri,256482
Bihar,Gaya,Bodh Gaya,Dumri,256595
Bihar,Gaya,Bodh Gaya,Ehiyapur,256490
Bihar,Gaya,Bodh Gaya,Gangahar,256581
Bihar,Gaya,Bodh Gaya,Gapha Kalan,256616
Bihar,Gaya,Bodh Gaya,Gapha Khurd,256617
Bihar,Gaya,Bodh Gaya,Gean Khap,256556
Bihar,Gaya,Bodh Gaya,Ghogharia,256594
Bihar,Gaya,Bodh Gaya,Gohati,256557
Bihar,Gaya,Bodh Gaya,Gortorwa,256599
Bihar,Gaya,Bodh Gaya,Gothu,256585
Bihar,Gaya,Bodh Gaya,Guri,256523
Bihar,Gaya,Bodh Gaya,Harli Kalan,256598
Bihar,Gaya,Bodh Gaya,Harli Khurd,256613
Bihar,Gaya,Bodh Gaya,Hathiar,256589
Bihar,Gaya,Bodh Gaya,Ilara,256518
Bihar,Gaya,Bodh Gaya,Inguna,256561
Bihar,Gaya,Bodh Gaya,Intara,256549
Bihar,Gaya,Bodh Gaya,Jahan Bigha,256503
Bihar,Gaya,Bodh Gaya,Jamari,256493
Bihar,Gaya,Bodh Gaya,Jani Bigha,256619
Bihar,Gaya,Bodh Gaya,Jarahara,256612
Bihar,Gaya,Bodh Gaya,Jhikatiya,256534
Bihar,Gaya,Bodh Gaya,Jindapur,256569
Bihar,Gaya,Bodh Gaya,Jodhpur,256604
Bihar,Gaya,Bodh Gaya,Kachanpur,256501
Bihar,Gaya,Bodh Gaya,Kanhaul,256608
Bihar,Gaya,Bodh Gaya,Karman Dhab,256529
Bihar,Gaya,Bodh Gaya,Kazi chak,256583
Bihar,Gaya,Bodh Gaya,Kewal,256601
Bihar,Gaya,Bodh Gaya,Khaira Bara,256618
Bihar,Gaya,Bodh Gaya,Khajawati,256584
Bihar,Gaya,Bodh Gaya,Khap,256532
Bihar,Gaya,Bodh Gaya,Kharanti,256504
Bihar,Gaya,Bodh Gaya,Kharanti,256548
Bihar,Gaya,Bodh Gaya,Kharauna,256545
Bihar,Gaya,Bodh Gaya,Kishunpur Jarhari,256611
Bihar,Gaya,Bodh Gaya,Kolhaura,256513
Bihar,Gaya,Bodh Gaya,Kolkha,256536
Bihar,Gaya,Bodh Gaya,Koshila,256579
Bihar,Gaya,Bodh Gaya,Kubri,256535
Bihar,Gaya,Bodh Gaya,Kurmawan,256483
Bihar,Gaya,Bodh Gaya,Kurum Dih,256620
Bihar,Gaya,Bodh Gaya,Larpur,256494
Bihar,Gaya,Bodh Gaya,Lohara,256496
Bihar,Gaya,Bodh Gaya,Lohara chapri,256610
Bihar,Gaya,Bodh Gaya,Mahuet,256614
Bihar,Gaya,Bodh Gaya,Mahurar,256511
Bihar,Gaya,Bodh Gaya,Majhauli,256562
Bihar,Gaya,Bodh Gaya,Manik chak,256576
Bihar,Gaya,Bodh Gaya,Mankosi,256607
Bihar,Gaya,Bodh Gaya,Matihani,256565
Bihar,Gaya,Bodh Gaya,Mirchehar,256555
Bihar,Gaya,Bodh Gaya,Mobarakpur,256540
Bihar,Gaya,Bodh Gaya,Mocharim,256572
Bihar,Gaya,Bodh Gaya,Mohimapur,256574
Bihar,Gaya,Bodh Gaya,Mora Mardana,256559
Bihar,Gaya,Bodh Gaya,Moratal,256603
Bihar,Gaya,Bodh Gaya,Moti chak,256560
Bihar,Gaya,Bodh Gaya,Motiya chak,256605
Bihar,Gaya,Bodh Gaya,Musatpura,256507
Bihar,Gaya,Bodh Gaya,Nanwan,256615
Bihar,Gaya,Bodh Gaya,Narkatiya,256591
Bihar,Gaya,Bodh Gaya,Naudiha,256517
Bihar,Gaya,Bodh Gaya,Nawan,256497
Bihar,Gaya,Bodh Gaya,Nimahar,256578
Bihar,Gaya,Bodh Gaya,Niman,256587
Bihar,Gaya,Bodh Gaya,Niskha,256539
Bihar,Gaya,Bodh Gaya,Paner,256543
Bihar,Gaya,Bodh Gaya,Panrariya,256538
Bihar,Gaya,Bodh Gaya,Parahanda,256516
Bihar,Gaya,Bodh Gaya,Parariya,256552
Bihar,Gaya,Bodh Gaya,Parewa,256495
Bihar,Gaya,Bodh Gaya,Parsa Kalan,256485
Bihar,Gaya,Bodh Gaya,Parsawan,256486
Bihar,Gaya,Bodh Gaya,Parsawan,256553
Bihar,Gaya,Bodh Gaya,Pathalgarh,256570
Bihar,Gaya,Bodh Gaya,Pathra,256566
Bihar,Gaya,Bodh Gaya,Rasulganj,256491
Bihar,Gaya,Bodh Gaya,Ratnara Ganga Bigha,256508
Bihar,Gaya,Bodh Gaya,Ratnari,256519
Bihar,Gaya,Bodh Gaya,Sahade Khap,256526
Bihar,Gaya,Bodh Gaya,Sahdew khap,256575
Bihar,Gaya,Bodh Gaya,Sahnu,256542
Bihar,Gaya,Bodh Gaya,Saidpur,256600
Bihar,Gaya,Bodh Gaya,Sakhwara,256568
Bihar,Gaya,Bodh Gaya,Sekhwara,256567
Bihar,Gaya,Bodh Gaya,Sewa Bigha,256586
Bihar,Gaya,Bodh Gaya,Shekha Bigha,256528
Bihar,Gaya,Bodh Gaya,Shivrajpur,256588
Bihar,Gaya,Bodh Gaya,Sijua,256499
Bihar,Gaya,Bodh Gaya,Silaunja,256590
Bihar,Gaya,Bodh Gaya,Sirisani chak,256541
Bihar,Gaya,Bodh Gaya,Sobha Bigha,256522
Bihar,Gaya,Bodh Gaya,Sobha khap,256573
Bihar,Gaya,Bodh Gaya,Tetaria Khurd,256577
Bihar,Gaya,Bodh Gaya,Tetuia,256597
Bihar,Gaya,Bodh Gaya,Tikuna,256506
Bihar,Gaya,Bodh Gaya,Tirkha,256550
Bihar,Gaya,Bodh Gaya,Turi Buzurg,256510
Bihar,Gaya,Bodh Gaya,Turi Khurd,256571
Bihar,Gaya,Sherghati,Afzalpur,256277
Bihar,Gaya,Sherghati,Baher,256308
Bihar,Gaya,Sherghati,Banaul,256291
Bihar,Gaya,Sherghati,Baniadih,256268
Bihar,Gaya,Sherghati,Banian Baraun,256300
Bihar,Gaya,Sherghati,Bar,256324
Bihar,Gaya,Sherghati,Barawan,256273
Bihar,Gaya,Sherghati,Bela,256303
Bihar,Gaya,Sherghati,Beldih,256272
Bihar,Gaya,Sherghati,Bharari,256318
Bihar,Gaya,Sherghati,Bhat Kuraha,256342
Bihar,Gaya,Sherghati,Bhikhanpur,256271
Bihar,Gaya,Sherghati,Bhujaul,256266
Bihar,Gaya,Sherghati,Bhus Bhusia,256332
Bihar,Gaya,Sherghati,Bishunpura,256293
Bihar,Gaya,Sherghati,Chanpi,256280
Bihar,Gaya,Sherghati,Cherki,256289
Bihar,Gaya,Sherghati,Chetab Kalan,256315
Bihar,Gaya,Sherghati,Chilam,256329
Bihar,Gaya,Sherghati,Dakhin Khap,256301
Bihar,Gaya,Sherghati,Dariapur,256290
Bihar,Gaya,Sherghati,Dewdhar Khap,256298
Bihar,Gaya,Sherghati,Dhab Chiraya,256338
Bihar,Gaya,Sherghati,Dhob,256312
Bihar,Gaya,Sherghati,Fazlaha,256335
Bihar,Gaya,Sherghati,Gawan Khap,256309
Bihar,Gaya,Sherghati,Ghaghar,256285
Bihar,Gaya,Sherghati,Ghaghri,256343
Bihar,Gaya,Sherghati,Ghorijara,256306
Bihar,Gaya,Sherghati,Ghorjara,256302
Bihar,Gaya,Sherghati,Ghuji,256351
Bihar,Gaya,Sherghati,Gopalpur,256337
Bihar,Gaya,Sherghati,Harna,256314
Bihar,Gaya,Sherghati,Hasanpur,256350
Bihar,Gaya,Sherghati,Ismailpur,256321
Bihar,Gaya,Sherghati,Jaipur,256295
Bihar,Gaya,Sherghati,Jalsar,256328
Bihar,Gaya,Sherghati,Jamuain,256282
Bihar,Gaya,Sherghati,Janubi Chak,256286
Bihar,Gaya,Sherghati,Jhawai Chak,256330
Bihar,Gaya,Sherghati,Jhor,256269
Bihar,Gaya,Sherghati,Jogapur,256319
Bihar,Gaya,Sherghati,Kachauri,256307
Bihar,Gaya,Sherghati,Kadwa,256320
Bihar,Gaya,Sherghati,Kajarsot,256349
Bihar,Gaya,Sherghati,Kalandara,256310
Bihar,Gaya,Sherghati,Kamat,256316
Bihar,Gaya,Sherghati,Kazarsot,256347
Bihar,Gaya,Sherghati,Khairat,256331
Bihar,Gaya,Sherghati,Khandail,256296
Bihar,Gaya,Sherghati,Korahra,256294
Bihar,Gaya,Sherghati,Kusa,256336
Bihar,Gaya,Sherghati,Lachhnaiti,256333
Bihar,Gaya,Sherghati,Lakardewa,256334
Bihar,Gaya,Sherghati,Lohara,256270
Bihar,Gaya,Sherghati,Mahammadpur,256341
Bihar,Gaya,Sherghati,Majhanpur,256317
Bihar,Gaya,Sherghati,Manjhar,256345
Bihar,Gaya,Sherghati,Manjhar,256346
Bihar,Gaya,Sherghati,Mansa Bigha,256327
Bihar,Gaya,Sherghati,Mohabbatpur,256279
Bihar,Gaya,Sherghati,Mohiuddinpur,256304
Bihar,Gaya,Sherghati,Mohiuddinpur,256305
Bihar,Gaya,Sherghati,Naknupa,256313
Bihar,Gaya,Sherghati,Naudiha,256299
Bihar,Gaya,Sherghati,Nawada,256276
Bihar,Gaya,Sherghati,Niman,256284
Bihar,Gaya,Sherghati,Pacharhi,256348
Bihar,Gaya,Sherghati,Palhat Kalan,256322
Bihar,Gaya,Sherghati,Palhat Khurd,256323
Bihar,Gaya,Sherghati,Pandaul,256288
Bihar,Gaya,Sherghati,Pandit Bigha,256274
Bihar,Gaya,Sherghati,Phitki Chak,256340
Bihar,Gaya,Sherghati,Rani Chak,256283
Bihar,Gaya,Sherghati,Ratanpura,256292
Bihar,Gaya,Sherghati,Salaiya,256326
Bihar,Gaya,Sherghati,Samda,256281
Bihar,Gaya,Sherghati,Shafichak,256278
Bihar,Gaya,Sherghati,Sherpur,256275
Bihar,Gaya,Sherghati,Sirampur,256267
Bihar,Gaya,Sherghati,Sondiha,256344
Bihar,Gaya,Sherghati,Sone Khap,256339
Bihar,Gaya,Sherghati,Suggi,256311
Bihar,Gaya,Sherghati,Uchirman,256287
Bihar,Gaya,Sherghati,Udhan Bigha,256325
Bihar,Gaya,Sherghati,imlithan,256297
Bihar,Patna,Danapur,Adampur,245250
Bihar,Patna,Danapur,Asopur,245246
Bihar,Patna,Danapur,Babakkarpur,245247
Bihar,Patna,Danapur,Birbhan chak,245233
Bihar,Patna,Danapur,Bishunpur,245234
Bihar,Patna,Danapur,Dalip chak,245237
Bihar,Patna,Danapur,Dariapur,245255
Bihar,Patna,Danapur,Dhibra,245245
Bihar,Patna,Danapur,Faridanpur,245240
Bihar,Patna,Danapur,Ganghara,245226
Bihar,Patna,Danapur,Gorgawan,245258
Bihar,Patna,Danapur,Habaspur,245225
Bihar,Patna,Danapur,Harsham chak,245235
Bihar,Patna,Danapur,Hathiakan,245243
Bihar,Patna,Danapur,Hetanpur,245229
Bihar,Patna,Danapur,Jafarpur,245230
Bihar,Patna,Danapur,Jamsaut,245242
Bihar,Patna,Danapur,Kafarpur,245231
Bihar,Patna,Danapur,Kasim chak,245236
Bihar,Patna,Danapur,Kedalpura,245232
Bihar,Patna,Danapur,Khedarpura,245259
Bihar,Patna,Danapur,Kothawan,245249
Bihar,Patna,Danapur,Kothia,245257
Bihar,Patna,Danapur,Lakhni Bigha,245251
Bihar,Patna,Danapur,Lodipur,245241
Bihar,Patna,Danapur,Madhopur,245228
Bihar,Patna,Danapur,Mainpura,245238
Bihar,Patna,Danapur,Maksudpur,245224
Bihar,Patna,Danapur,Manas,245260
Bihar,Patna,Danapur,Mobarakpur,245239
Bihar,Patna,Danapur,Mustafapur,245248
Bihar,Patna,Danapur,Nasirpur,245252
Bihar,Patna,Danapur,Panapur,245262
Bihar,Patna,Danapur,Patlapur,245227
Bihar,Patna,Danapur,Saidpura (CT),245263
Bihar,Patna,Danapur,Sandalpur,245253
Bihar,Patna,Danapur,Sanrari,245254
Bihar,Patna,Danapur,Shankarpatti,245222
Bihar,Patna,Danapur,Shankarpur khas,245223
Bihar,Patna,Danapur,Taufir Mangar Pal,245261
Bihar,Patna,Danapur,Usri,245244
Bihar,Patna,Danapur,Usri Khurd,245256
Bihar,Patna,Masaurhi,Akauna,245837
Bihar,Patna,Masaurhi,Akauna,245891
Bihar,Patna,Masaurhi,Anauli,245903
Bihar,Patna,Masaurhi,Bairam Chak,245915
Bihar,Patna,Masaurhi,Bairi Chak,245883
Bihar,Patna,Masaurhi,Baliari,245859
Bihar,Patna,Masaurhi,Bara,245905
Bihar,Patna,Masaurhi,Basaur,245910
Bihar,Patna,Masaurhi,Belouna,245898
Bihar,Patna,Masaurhi,Bhadaura,245881
Bihar,Patna,Masaurhi,Bhagwanganj,245899
Bihar,Patna,Masaurhi,Bhagwanpur,245865
Bihar,Patna,Masaurhi,Bhaisawan,245925
Bihar,Patna,Masaurhi,Bhakhra,245854
Bihar,Patna,Masaurhi,Bhalua,245835
Bihar,Patna,Masaurhi,Bhimpura,245855
Bihar,Patna,Masaurhi,Bhujaur,245909
Bihar,Patna,Masaurhi,Bihta,245874
Bihar,Patna,Masaurhi,Bijaura,245908
Bihar,Patna,Masaurhi,Bilaunti,245864
Bihar,Patna,Masaurhi,Birra,245919
Bihar,Patna,Masaurhi,Chakia,245879
Bihar,Patna,Masaurhi,Chananpur,245834
Bihar,Patna,Masaurhi,Chapaur,245836
Bihar,Patna,Masaurhi,Charma,245863
Bihar,Patna,Masaurhi,Chhotki Masaurhi,245828
Bihar,Patna,Masaurhi,Chithaul,245878
Bihar,Patna,Masaurhi,Dahibhatta,245830
Bihar,Patna,Masaurhi,Danara,245888
Bihar,Patna,Masaurhi,Dariapur,245873
Bihar,Patna,Masaurhi,Dariapur,245926
Bihar,Patna,Masaurhi,Daulatpur,245884
Bihar,Patna,Masaurhi,Deoria,245893
Bihar,Patna,Masaurhi,Dhanauti,245829
Bihar,Patna,Masaurhi,Dighwa Mahadeopur,245882
Bihar,Patna,Masaurhi,Dugwa,245927
Bihar,Patna,Masaurhi,Fatehabad Baliari,245904
Bihar,Patna,Masaurhi,Gafuri Chak,245876
Bihar,Patna,Masaurhi,Gandhu Garh,245887
Bihar,Patna,Masaurhi,Garihara,245861
Bihar,Patna,Masaurhi,Ghorahuwan,245846
Bihar,Patna,Masaurhi,Gorhna,245858
Bihar,Patna,Masaurhi,Gurpati Chak,245840
Bihar,Patna,Masaurhi,Harvanshpur,245833
Bihar,Patna,Masaurhi,Hasanpura,245922
Bihar,Patna,Masaurhi,Hunrari,245856
Bihar,Patna,Masaurhi,Indo,245896
Bihar,Patna,Masaurhi,Islampur,245880
Bihar,Patna,Masaurhi,Jagdishpur,245845
Bihar,Patna,Masaurhi,Jagpura,245924
Bihar,Patna,Masaurhi,Jamalpur,245913
Bihar,Patna,Masaurhi,Kadehra,245916
Bihar,Patna,Masaurhi,Kansra,245857
Bihar,Patna,Masaurhi,Karai,245842
Bihar,Patna,Masaurhi,Kararia,245862
Bihar,Patna,Masaurhi,Karwan,245886
Bihar,Patna,Masaurhi,Kazi Chak,245838
Bihar,Patna,Masaurhi,Kazi Chak,245875
Bihar,Patna,Masaurhi,Keota,245872
Bihar,Patna,Masaurhi,Khania,245894
Bihar,Patna,Masaurhi,Khanpura,245895
Bihar,Patna,Masaurhi,Kharant,245866
Bihar,Patna,Masaurhi,Kharauna,245901
Bihar,Patna,Masaurhi,Kharoj,245892
Bihar,Patna,Masaurhi,Koriawan,245852
Bihar,Patna,Masaurhi,Lahsuna,245841
Bihar,Patna,Masaurhi,Lakhnaur,245877
Bihar,Patna,Masaurhi,Mahamda,245900
Bihar,Patna,Masaurhi,Mahua Bigha,245918
Bihar,Patna,Masaurhi,Mataurha,245912
Bihar,Patna,Masaurhi,Mohiuddinpur,245853
Bihar,Patna,Masaurhi,Muzaffarpur,245885
Bihar,Patna,Masaurhi,Nadaul,245914
Bihar,Patna,Masaurhi,Nadauna,245902
Bihar,Patna,Masaurhi,Nagauli,245907
Bihar,Patna,Masaurhi,Nahwan,245867
Bihar,Patna,Masaurhi,Nisiawan,245831
Bihar,Patna,Masaurhi,Niyamatpur,245849
Bihar,Patna,Masaurhi,Nura,245868
Bihar,Patna,Masaurhi,Pakri,245826
Bihar,Patna,Masaurhi,Pansari,245897
Bihar,Patna,Masaurhi,Pipra,245917
Bihar,Patna,Masaurhi,Poawan,245844
Bihar,Patna,Masaurhi,Rasulchak,245848
Bihar,Patna,Masaurhi,Raunia,245906
Bihar,Patna,Masaurhi,Rewan,245920
Bihar,Patna,Masaurhi,Saguni,245921
Bihar,Patna,Masaurhi,Said Alipur,245851
Bihar,Patna,Masaurhi,Saleh Chak,245839
Bihar,Patna,Masaurhi,Sanghat,245923
Bihar,Patna,Masaurhi,Sarbadahi,245860
Bihar,Patna,Masaurhi,Sarwan,245832
Bihar,Patna,Masaurhi,Shahabad,245869
Bihar,Patna,Masaurhi,Sharfabad Baliari,245889
Bihar,Patna,Masaurhi,Siripur,245870
Bihar,Patna,Masaurhi,Sukhathia,245847
Bihar,Patna,Masaurhi,Supahuli,245843
Bihar,Patna,Masaurhi,Tarpura,245827
Bihar,Patna,Masaurhi,Thalpura,245850
Bihar,Patna,Masaurhi,Tineri,245911
Bihar,Patna,Masaurhi,Tiskhura,245871
Bihar,Patna,Masaurhi,Zahidpur,245890
Madhya Pradesh,Bhopal,Berasia,Agra,482343
Madhya Pradesh,Bhopal,Berasia,Ajabpura,482113
Madhya Pradesh,Bhopal,Berasia,Ajampur,482254
Madhya Pradesh,Bhopal,Berasia,Amalya,482046
Madhya Pradesh,Bhopal,Berasia,Amarpur,482074
Madhya Pradesh,Bhopal,Berasia,Anandipura,482345
Madhya Pradesh,Bhopal,Berasia,Ankia,482086
Madhya Pradesh,Bhopal,Berasia,Arjunkhedi,482171
Madhya Pradesh,Bhopal,Berasia,Arrai Rai Singh,482184
Madhya Pradesh,Bhopal,Berasia,Arrai Sardar Singh,482185
Madhya Pradesh,Bhopal,Berasia,Arrawati,482273
Madhya Pradesh,Bhopal,Berasia,Babachiya,482173
Madhya Pradesh,Bhopal,Berasia,Babdi Khar,482240
Madhya Pradesh,Bhopal,Berasia,Babukhedi,482044
Madhya Pradesh,Bhopal,Berasia,Badbeli Khurd,482143
Madhya Pradesh,Bhopal,Berasia,Badli,482125
Madhya Pradesh,Bhopal,Berasia,Bagapura,482213
Madhya Pradesh,Bhopal,Berasia,Bagraj,482313
Madhya Pradesh,Bhopal,Berasia,Bagsi,482095
Madhya Pradesh,Bhopal,Berasia,Bahrawal,482063
Madhya Pradesh,Bhopal,Berasia,Bairagarh,482193
Madhya Pradesh,Bhopal,Berasia,Balachaun,937856
Madhya Pradesh,Bhopal,Berasia,Bamhora,482108
Madhya Pradesh,Bhopal,Berasia,Bamhori,482339
Madhya Pradesh,Bhopal,Berasia,Bandikhedi,482082
Madhya Pradesh,Bhopal,Berasia,Bandikhedi,482303
Madhya Pradesh,Bhopal,Berasia,Bandrua,482149
Madhya Pradesh,Bhopal,Berasia,Baniyatodi,482142
Madhya Pradesh,Bhopal,Berasia,Banjari,482089
Madhya Pradesh,Bhopal,Berasia,Barbeli Kalan,482062
Madhya Pradesh,Bhopal,Berasia,Barela Kheda,482186
Madhya Pradesh,Bhopal,Berasia,Barkheda Baramad,482285
Madhya Pradesh,Bhopal,Berasia,Barkheda Baramad Gunga,482310
Madhya Pradesh,Bhopal,Berasia,Barkheda Kalan,482075
Madhya Pradesh,Bhopal,Berasia,Barkheda Khurd,482059
Madhya Pradesh,Bhopal,Berasia,Barkheda Moji,482204
Madhya Pradesh,Bhopal,Berasia,Barkheda Yakub,482189
Madhya Pradesh,Bhopal,Berasia,Barkhedi,482147
Madhya Pradesh,Bhopal,Berasia,Barodi,482269
Madhya Pradesh,Bhopal,Berasia,Barrai,482183
Madhya Pradesh,Bhopal,Berasia,Barri Gujar,482245
Madhya Pradesh,Bhopal,Berasia,Barri Mustsil Bagraj,482316
Madhya Pradesh,Bhopal,Berasia,Barrichheer Kheda,482257
Madhya Pradesh,Bhopal,Berasia,Beelkhoh,482146
Madhya Pradesh,Bhopal,Berasia,Berkhedi,482150
Madhya Pradesh,Bhopal,Berasia,Berkhedi Kalan,482307
Madhya Pradesh,Bhopal,Berasia,Bhainsana,482070
Madhya Pradesh,Bhopal,Berasia,Bhakwaha,482076
Madhya Pradesh,Bhopal,Berasia,Bhatni,482067
Madhya Pradesh,Bhopal,Berasia,Bhaupura,482094
Madhya Pradesh,Bhopal,Berasia,Bhens Kheda,482322
Madhya Pradesh,Bhopal,Berasia,Bhesoda,482256
Madhya Pradesh,Bhopal,Berasia,Bhojapura,482222
Madhya Pradesh,Bhopal,Berasia,Bhonrasa,482258
Madhya Pradesh,Bhopal,Berasia,Bhujpura Kalan,482080
Madhya Pradesh,Bhopal,Berasia,Bhujpura Khurd,482081
Madhya Pradesh,Bhopal,Berasia,Bhungiyai,482296
Madhya Pradesh,Bhopal,Berasia,Bijapura,482328
Madhya Pradesh,Bhopal,Berasia,Bijawan Kalan,482085
Madhya Pradesh,Bhopal,Berasia,Bijawan Khurd,482092
Madhya Pradesh,Bhopal,Berasia,Bineka,482266
Madhya Pradesh,Bhopal,Berasia,Birha Shyam Khedi,482233
Madhya Pradesh,Bhopal,Berasia,Birhai,482232
Madhya Pradesh,Bhopal,Berasia,Borpura,482214
Madhya Pradesh,Bhopal,Berasia,Budhor Kalan,482318
Madhya Pradesh,Bhopal,Berasia,Budhor Khurd,482317
Madhya Pradesh,Bhopal,Berasia,Chachakhedi,482087
Madhya Pradesh,Bhopal,Berasia,Chakkheda,482248
Madhya Pradesh,Bhopal,Berasia,Chakpipal Kheda,482288
Madhya Pradesh,Bhopal,Berasia,Chanda Saloi,482218
Madhya Pradesh,Bhopal,Berasia,Chandan Khedi,482177
Madhya Pradesh,Bhopal,Berasia,Chandbad Kadim,482298
Madhya Pradesh,Bhopal,Berasia,Chandpura,482327
Madhya Pradesh,Bhopal,Berasia,Chapadiya,482235
Madhya Pradesh,Bhopal,Berasia,Charpahadi Bazyaft,482275
Madhya Pradesh,Bhopal,Berasia,Charpahari,482197
Madhya Pradesh,Bhopal,Berasia,Chatahedi,482207
Madhya Pradesh,Bhopal,Berasia,Chataua,482272
Madhya Pradesh,Bhopal,Berasia,Cheelkheda,482324
Madhya Pradesh,Bhopal,Berasia,Chhapryai,482178
Madhya Pradesh,Bhopal,Berasia,Chhatri,482323
Madhya Pradesh,Bhopal,Berasia,Daknai,482224
Madhya Pradesh,Bhopal,Berasia,Dam Kheda,482263
Madhya Pradesh,Bhopal,Berasia,Damila,482120
Madhya Pradesh,Bhopal,Berasia,Danderi,482116
Madhya Pradesh,Bhopal,Berasia,Dangroli,482264
Madhya Pradesh,Bhopal,Berasia,Dariyapur,482132
Madhya Pradesh,Bhopal,Berasia,Darwaji,482270
Madhya Pradesh,Bhopal,Berasia,Dewalkheda,482231
Madhya Pradesh,Bhopal,Berasia,Dhamantori,482060
Madhya Pradesh,Bhopal,Berasia,Dhamarra,482244
Madhya Pradesh,Bhopal,Berasia,Dhaturiya,482166
Madhya Pradesh,Bhopal,Berasia,Dhekpur,482208
Madhya Pradesh,Bhopal,Berasia,Dhokapura,482145
Madhya Pradesh,Bhopal,Berasia,Dhonoura,482107
Madhya Pradesh,Bhopal,Berasia,Dhoot Khedi,482093
Madhya Pradesh,Bhopal,Berasia,Dillod,482281
Madhya Pradesh,Bhopal,Berasia,Dohaya,482160
Madhya Pradesh,Bhopal,Berasia,Dojyai,482168
Madhya Pradesh,Bhopal,Berasia,Dolatpura,482112
Madhya Pradesh,Bhopal,Berasia,Dongargaon,482064
Madhya Pradesh,Bhopal,Berasia,Dungariya,482191
Madhya Pradesh,Bhopal,Berasia,Gana Khedi,482048
Madhya Pradesh,Bhopal,Berasia,Ganga Khedi,482209
Madhya Pradesh,Bhopal,Berasia,Ganga Pipaliya,482242
Madhya Pradesh,Bhopal,Berasia,Ganyari,482119
Madhya Pradesh,Bhopal,Berasia,Garenthiya Bazyft,482192
Madhya Pradesh,Bhopal,Berasia,Garentiyadangi,482276
Madhya Pradesh,Bhopal,Berasia,Garha Brahman,482050
Madhya Pradesh,Bhopal,Berasia,Garha Kalan,482128
Madhya Pradesh,Bhopal,Berasia,Garha Khurd,482129
Madhya Pradesh,Bhopal,Berasia,Ghogalpur,482054
Madhya Pradesh,Bhopal,Berasia,Gonda Khedi,482096
Madhya Pradesh,Bhopal,Berasia,Gondipura,482212
Madhya Pradesh,Bhopal,Berasia,Goria,482337
Madhya Pradesh,Bhopal,Berasia,Goria Sankheda,482241
Madhya Pradesh,Bhopal,Berasia,Gujartodi,482135
Madhya Pradesh,Bhopal,Berasia,Gunga,482299
Madhya Pradesh,Bhopal,Berasia,Habibganj,482226
Madhya Pradesh,Bhopal,Berasia,Hamid Khedi,482176
Madhya Pradesh,Bhopal,Berasia,Haripur,482140
Madhya Pradesh,Bhopal,Berasia,Harrakheda,482282
Madhya Pradesh,Bhopal,Berasia,Hindola,482321
Madhya Pradesh,Bhopal,Berasia,Hingoni,482188
Madhya Pradesh,Bhopal,Berasia,Hinoti Sadak,482301
Madhya Pradesh,Bhopal,Berasia,Hinotiya Ghat,482159
Madhya Pradesh,Bhopal,Berasia,Hinotiya Jagir,482122
Madhya Pradesh,Bhopal,Berasia,Hinotiya Piran,482157
Madhya Pradesh,Bhopal,Berasia,Hiran Khedi,482252
Madhya Pradesh,Bhopal,Berasia,Ijagiri,482286
Madhya Pradesh,Bhopal,Berasia,Imalia Narendra,482262
Madhya Pradesh,Bhopal,Berasia,Imaliya Swaroop,482230
