state,district,tehsil,village_en,lgd_village_code
Uttar Pradesh,Lucknow,Malihabad,Badiya,143016
Uttar Pradesh,Lucknow,Malihabad,Bahelia,143160
Uttar Pradesh,Lucknow,Malihabad,Bahraura,143021
Uttar Pradesh,Lucknow,Malihabad,Bakhtiyar Nagar,143141
Uttar Pradesh,Lucknow,Malihabad,Barhi Garhi,143143
Uttar Pradesh,Lucknow,Malihabad,Bari Jalalpur,143140
Uttar Pradesh,Lucknow,Malihabad,Barkhorava,142993
Uttar Pradesh,Lucknow,Malihabad,Basant Pur,143007
Uttar Pradesh,Lucknow,Malihabad,Belgarha,143144
Uttar Pradesh,Lucknow,Malihabad,Belva,143082
Uttar Pradesh,Lucknow,Malihabad,Bhadesar Mau,143087
Uttar Pradesh,Lucknow,Malihabad,Bhadwana,143092
Uttar Pradesh,Lucknow,Malihabad,Bhanpur,143064
Uttar Pradesh,Lucknow,Malihabad,Bhanwar,143051
Uttar Pradesh,Lucknow,Malihabad,Bhat Purva,143077
Uttar Pradesh,Lucknow,Malihabad,Bhatoia,143114
Uttar Pradesh,Lucknow,Malihabad,Bhelam Pur,143008
Uttar Pradesh,Lucknow,Malihabad,Bhogalamau,143129
Uttar Pradesh,Lucknow,Malihabad,Bhulsi,143132
Uttar Pradesh,Lucknow,Malihabad,Birpur,143009
Uttar Pradesh,Lucknow,Malihabad,Budharia,143154
Uttar Pradesh,Lucknow,Malihabad,Chaina,143069
Uttar Pradesh,Lucknow,Malihabad,Chandpur,143117
Uttar Pradesh,Lucknow,Malihabad,Chandwara,143050
Uttar Pradesh,Lucknow,Malihabad,Danaur,143029
Uttar Pradesh,Lucknow,Malihabad,Datali,143125
Uttar Pradesh,Lucknow,Malihabad,Daudpur,143066
Uttar Pradesh,Lucknow,Malihabad,Daulatpur,143076
Uttar Pradesh,Lucknow,Malihabad,Devari Bharat,143023
Uttar Pradesh,Lucknow,Malihabad,Devari Danda,143061
Uttar Pradesh,Lucknow,Malihabad,Devari Ganja,143010
Uttar Pradesh,Lucknow,Malihabad,Dhakhava,143065
Uttar Pradesh,Lucknow,Malihabad,Dheremau,143133
Uttar Pradesh,Lucknow,Malihabad,Didhara,143019
Uttar Pradesh,Lucknow,Malihabad,Dilavar Nagar,143084
Uttar Pradesh,Lucknow,Malihabad,Dugauli,143148
Uttar Pradesh,Lucknow,Malihabad,Dular Mau,143137
Uttar Pradesh,Lucknow,Malihabad,Fatehnagar,143162
Uttar Pradesh,Lucknow,Malihabad,Fatehpur,143073
Uttar Pradesh,Lucknow,Malihabad,Firozpur,143096
Uttar Pradesh,Lucknow,Malihabad,Gagan  Barauli,143057
Uttar Pradesh,Lucknow,Malihabad,Gahndo,142991
Uttar Pradesh,Lucknow,Malihabad,Garhi Sajar Khan,143109
Uttar Pradesh,Lucknow,Malihabad,Garhthamma,143035
Uttar Pradesh,Lucknow,Malihabad,Gaunda Muajjam Nagar,143119
Uttar Pradesh,Lucknow,Malihabad,Gauraiya,143037
Uttar Pradesh,Lucknow,Malihabad,Gaurava,143124
Uttar Pradesh,Lucknow,Malihabad,Ghusauli,143094
Uttar Pradesh,Lucknow,Malihabad,Godhan,143013
Uttar Pradesh,Lucknow,Malihabad,Gopal Pur,142988
Uttar Pradesh,Lucknow,Malihabad,Gorava Baravki,142985
Uttar Pradesh,Lucknow,Malihabad,Gosava,143083
Uttar Pradesh,Lucknow,Malihabad,Gukhaura,143161
Uttar Pradesh,Lucknow,Malihabad,Gumsena,143044
Uttar Pradesh,Lucknow,Malihabad,Habibpur,143147
Uttar Pradesh,Lucknow,Malihabad,Hamira Pur,143093
Uttar Pradesh,Lucknow,Malihabad,Harihar Pur,143086
Uttar Pradesh,Lucknow,Malihabad,Hasanapur,143060
Uttar Pradesh,Lucknow,Malihabad,Hasimpur,143116
Uttar Pradesh,Lucknow,Malihabad,Hatauli,143091
Uttar Pradesh,Lucknow,Malihabad,Ibrahimpur,143063
Uttar Pradesh,Lucknow,Malihabad,Ishapur,143089
Uttar Pradesh,Lucknow,Malihabad,Jagdishpur Bujurg,143038
Uttar Pradesh,Lucknow,Malihabad,Jagdishpur Khurd,143095
Uttar Pradesh,Lucknow,Malihabad,Jamalnagar,143165
Uttar Pradesh,Lucknow,Malihabad,Jamolia,142990
Uttar Pradesh,Lucknow,Malihabad,Jauria,143070
Uttar Pradesh,Lucknow,Malihabad,Jindana,143005
Uttar Pradesh,Lucknow,Malihabad,Jindaur,143074
Uttar Pradesh,Lucknow,Malihabad,KHANDSARA,142995
Uttar Pradesh,Lucknow,Malihabad,Kahala,143085
Uttar Pradesh,Lucknow,Malihabad,Kaithulia,143072
Uttar Pradesh,Lucknow,Malihabad,Kamalpur Lodhaura,143018
Uttar Pradesh,Lucknow,Malihabad,Kamaluddin Nagar,142987
Uttar Pradesh,Lucknow,Malihabad,Kanar,143104
Uttar Pradesh,Lucknow,Malihabad,Karend,142999
Uttar Pradesh,Lucknow,Malihabad,Kasmandi Khurd,143090
Uttar Pradesh,Lucknow,Malihabad,Kasmandikala,143157
Uttar Pradesh,Lucknow,Malihabad,Katauli,143164
Uttar Pradesh,Lucknow,Malihabad,Keraura,143041
Uttar Pradesh,Lucknow,Malihabad,Khadoha,143120
Uttar Pradesh,Lucknow,Malihabad,Khakhara,143032
Uttar Pradesh,Lucknow,Malihabad,Khalispur,143146
Uttar Pradesh,Lucknow,Malihabad,Kharata,143131
Uttar Pradesh,Lucknow,Malihabad,Khushal Pur,143113
Uttar Pradesh,Lucknow,Malihabad,Kithai Para,143159
Uttar Pradesh,Lucknow,Malihabad,Kolava Bhanaura,143033
Uttar Pradesh,Lucknow,Malihabad,Kukura,143142
Uttar Pradesh,Lucknow,Malihabad,Kundara Kala,143134
Uttar Pradesh,Lucknow,Malihabad,Kundara Khurd,143135
Uttar Pradesh,Lucknow,Malihabad,Latifpur,143036
Uttar Pradesh,Lucknow,Malihabad,Ludhausi,143145
Uttar Pradesh,Lucknow,Malihabad,Madhopur,143110
Uttar Pradesh,Lucknow,Malihabad,Madwana,143025
Uttar Pradesh,Lucknow,Malihabad,Mahdoia,143128
Uttar Pradesh,Lucknow,Malihabad,Mahmoodnagar,143103
Uttar Pradesh,Lucknow,Malihabad,Majhauva,143028
Uttar Pradesh,Lucknow,Malihabad,Malaha,143166
Uttar Pradesh,Lucknow,Malihabad,Malihabad,941626
Uttar Pradesh,Lucknow,Malihabad,Mall,143052
Uttar Pradesh,Lucknow,Malihabad,Mandauli,143151
Uttar Pradesh,Lucknow,Malihabad,Manjhi Nikrojpur,143027
Uttar Pradesh,Lucknow,Malihabad,Mankauti,143079
Uttar Pradesh,Lucknow,Malihabad,Masirha Hamir,143058
Uttar Pradesh,Lucknow,Malihabad,Masirha Ratan,143056
Uttar Pradesh,Lucknow,Malihabad,Mavai Kalan,143075
Uttar Pradesh,Lucknow,Malihabad,Mawai Khurd,143006
Uttar Pradesh,Lucknow,Malihabad,Meethenagar,143150
Uttar Pradesh,Lucknow,Malihabad,Mohammadnagar Rahmatnagar,143100
Uttar Pradesh,Lucknow,Malihabad,Mohammadnagar Talukedari,143099
Uttar Pradesh,Lucknow,Malihabad,Mujasa,143097
Uttar Pradesh,Lucknow,Malihabad,Muriyara,142994
Uttar Pradesh,Lucknow,Malihabad,Nabi Panah,143062
Uttar Pradesh,Lucknow,Malihabad,Nai Basti Dhanewa,143101
Uttar Pradesh,Lucknow,Malihabad,Naibasti Bhithaura,143048
Uttar Pradesh,Lucknow,Malihabad,Najar Nagar,143106
Uttar Pradesh,Lucknow,Malihabad,Narayanpur,143046
Uttar Pradesh,Lucknow,Malihabad,Naru,143053
Uttar Pradesh,Lucknow,Malihabad,Navbasta,143001
Uttar Pradesh,Lucknow,Malihabad,Navi Nagar,143130
Uttar Pradesh,Lucknow,Malihabad,Nejabhari,143102
Uttar Pradesh,Lucknow,Malihabad,Paharpur,143121
Uttar Pradesh,Lucknow,Malihabad,Pakara,143022
Uttar Pradesh,Lucknow,Malihabad,Para Bhadrahi,143000
Uttar Pradesh,Lucknow,Malihabad,Patauna,143039
Uttar Pradesh,Lucknow,Malihabad,Peer Nagar,143043
Uttar Pradesh,Lucknow,Malihabad,Pipari Kurakhar,143020
Uttar Pradesh,Lucknow,Malihabad,Purava,143138
Uttar Pradesh,Lucknow,Malihabad,Raghu Rampur,143080
Uttar Pradesh,Lucknow,Malihabad,Rahata,142983
Uttar Pradesh,Lucknow,Malihabad,Raipur,143015
Uttar Pradesh,Lucknow,Malihabad,Ram Nagar,143047
Uttar Pradesh,Lucknow,Malihabad,Ramgarha,143158
Uttar Pradesh,Lucknow,Malihabad,Rampur Basti,143123
Uttar Pradesh,Lucknow,Malihabad,Ranipara,143045
Uttar Pradesh,Lucknow,Malihabad,Rasulabad,143118
Uttar Pradesh,Lucknow,Malihabad,Rasulpur,143126
Uttar Pradesh,Lucknow,Malihabad,Roodan Khera,143004
Uttar Pradesh,Lucknow,Malihabad,Rusena,143068
Uttar Pradesh,Lucknow,Malihabad,Sadarpur,143098
Uttar Pradesh,Lucknow,Malihabad,Sahijana,143067
Uttar Pradesh,Lucknow,Malihabad,Sahilamau,143149
Uttar Pradesh,Lucknow,Malihabad,Saibasi,143059
Uttar Pradesh,Lucknow,Malihabad,Saidapur,142996
Uttar Pradesh,Lucknow,Malihabad,Saleh Nagar,143014
Uttar Pradesh,Lucknow,Malihabad,Salihabad,143152
Uttar Pradesh,Lucknow,Malihabad,Sarava,143108
Uttar Pradesh,Lucknow,Malihabad,Sarthara,143040
Uttar Pradesh,Lucknow,Malihabad,Saspan,142986
Uttar Pradesh,Lucknow,Malihabad,Sendharava,143088
Uttar Pradesh,Lucknow,Malihabad,Shahjad Pur,143112
Uttar Pradesh,Lucknow,Malihabad,Shahmau,143002
Uttar Pradesh,Lucknow,Malihabad,Shahpurgorava,143024
Uttar Pradesh,Lucknow,Malihabad,Shankar Pur,143012
Uttar Pradesh,Lucknow,Malihabad,Sherpur Bhaiusa,143136
Uttar Pradesh,Lucknow,Malihabad,Shivdaspur,143163
Uttar Pradesh,Lucknow,Malihabad,Siswara,142984
Uttar Pradesh,Lucknow,Malihabad,Sukkha Khera,143049
Uttar Pradesh,Lucknow,Malihabad,Sultanpur,143030
Uttar Pradesh,Lucknow,Malihabad,Surgaula,143115
Uttar Pradesh,Lucknow,Malihabad,Tarauna,143071
Uttar Pradesh,Lucknow,Malihabad,Terva,143081
Uttar Pradesh,Lucknow,Malihabad,Thari,142992
Uttar Pradesh,Lucknow,Malihabad,Tikaitganj,143155
Uttar Pradesh,Lucknow,Malihabad,Tikari Kala,143017
Uttar Pradesh,Lucknow,Malihabad,Tikari Khurd,143107
Uttar Pradesh,Lucknow,Malihabad,Tilan,142989
Uttar Pradesh,Lucknow,Malihabad,Tilsua,143139
Uttar Pradesh,Lucknow,Malihabad,Tiragavan,143078
Uttar Pradesh,Lucknow,Malihabad,Umraval,142982
Uttar Pradesh,Lucknow,Malihabad,Vahir,142980
Uttar Pradesh,Lucknow,Malihabad,Vajidnagar,143156
Uttar Pradesh,Lucknow,Malihabad,Vidhishyama,143054
Uttar Pradesh,Lucknow,Malihabad,Virahim Pur,143122
Uttar Pradesh,Lucknow,Malihabad,Visunpur,142998
Uttar Pradesh,Lucknow,Mohanlalganj,Abbas Nagar,143758
Uttar Pradesh,Lucknow,Mohanlalganj,Achalikhera,143726
Uttar Pradesh,Lucknow,Mohanlalganj,Adampur Naubasta,143671
Uttar Pradesh,Lucknow,Mohanlalganj,Aghaiya,143774
Uttar Pradesh,Lucknow,Mohanlalganj,Ahmadpur Ahshsan Ali,143653
Uttar Pradesh,Lucknow,Mohanlalganj,Ahmadpur Ajamli,143752
Uttar Pradesh,Lucknow,Mohanlalganj,Ahmadpur Khalsa,143718
Uttar Pradesh,Lucknow,Mohanlalganj,Akarhadoo,143664
Uttar Pradesh,Lucknow,Mohanlalganj,Akbarpur Beniganj,143743
Uttar Pradesh,Lucknow,Mohanlalganj,Aliya Mau,143582
Uttar Pradesh,Lucknow,Mohanlalganj,Amethi,941627
Uttar Pradesh,Lucknow,Mohanlalganj,Amiliha khera,143776
Uttar Pradesh,Lucknow,Mohanlalganj,Amwa Murtazapur,143755
Uttar Pradesh,Lucknow,Mohanlalganj,Aneya Khargapur,143666
Uttar Pradesh,Lucknow,Mohanlalganj,Aslam Nagar,143756
Uttar Pradesh,Lucknow,Mohanlalganj,Asti,143650
Uttar Pradesh,Lucknow,Mohanlalganj,Atrauli,143713
Uttar Pradesh,Lucknow,Mohanlalganj,Baghauli,143658
Uttar Pradesh,Lucknow,Mohanlalganj,Baghauna,143785
Uttar Pradesh,Lucknow,Mohanlalganj,Bahrauli,143672
Uttar Pradesh,Lucknow,Mohanlalganj,Bairisal Pur,143771
Uttar Pradesh,Lucknow,Mohanlalganj,Bajgahiya,143673
Uttar Pradesh,Lucknow,Mohanlalganj,Bajoopur,143577
Uttar Pradesh,Lucknow,Mohanlalganj,Bakhari,143579
Uttar Pradesh,Lucknow,Mohanlalganj,Bakkas,143564
Uttar Pradesh,Lucknow,Mohanlalganj,Baliyakhera,143593
Uttar Pradesh,Lucknow,Mohanlalganj,Balsingh Khera,143728
Uttar Pradesh,Lucknow,Mohanlalganj,Baruwa,143641
Uttar Pradesh,Lucknow,Mohanlalganj,Barwaliya,143711
Uttar Pradesh,Lucknow,Mohanlalganj,Basrhiya,143628
Uttar Pradesh,Lucknow,Mohanlalganj,Bastauli,143642
Uttar Pradesh,Lucknow,Mohanlalganj,Bastiya,143625
Uttar Pradesh,Lucknow,Mohanlalganj,Begariya,143581
Uttar Pradesh,Lucknow,Mohanlalganj,Beli,143618
Uttar Pradesh,Lucknow,Mohanlalganj,Bendauwa,143717
Uttar Pradesh,Lucknow,Mohanlalganj,Bhaddi Khera,143738
Uttar Pradesh,Lucknow,Mohanlalganj,Bhadeshwa,143698
Uttar Pradesh,Lucknow,Mohanlalganj,Bhagwan Pur,143777
Uttar Pradesh,Lucknow,Mohanlalganj,Bhajmar Mau,143736
Uttar Pradesh,Lucknow,Mohanlalganj,Bhasanda,143694
Uttar Pradesh,Lucknow,Mohanlalganj,Bhatpura,143602
Uttar Pradesh,Lucknow,Mohanlalganj,Bhatti Barkat Nagar,143615
Uttar Pradesh,Lucknow,Mohanlalganj,Bhatwara,143780
Uttar Pradesh,Lucknow,Mohanlalganj,Bhaundri,143696
Uttar Pradesh,Lucknow,Mohanlalganj,Bhaura Khurd,143617
Uttar Pradesh,Lucknow,Mohanlalganj,Bhaurakala,143655
Uttar Pradesh,Lucknow,Mohanlalganj,Bhawa Khera,143766
Uttar Pradesh,Lucknow,Mohanlalganj,Bheelam Pur,143703
Uttar Pradesh,Lucknow,Mohanlalganj,Birsingh Pur,143745
Uttar Pradesh,Lucknow,Mohanlalganj,Bramhedas Pur,143768
Uttar Pradesh,Lucknow,Mohanlalganj,Chak Kanjehra,143560
Uttar Pradesh,Lucknow,Mohanlalganj,Chamartaliya,143639
Uttar Pradesh,Lucknow,Mohanlalganj,Chand Sarai,143594
Uttar Pradesh,Lucknow,Mohanlalganj,Chauganpur,143638
Uttar Pradesh,Lucknow,Mohanlalganj,Chaurasi,941628
Uttar Pradesh,Lucknow,Mohanlalganj,Chaurhiya,143565
Uttar Pradesh,Lucknow,Mohanlalganj,Chhatauni,143763
Uttar Pradesh,Lucknow,Mohanlalganj,Dahiyar,143682
Uttar Pradesh,Lucknow,Mohanlalganj,Dai Tikar,143611
Uttar Pradesh,Lucknow,Mohanlalganj,Dakhina Shekhpur,143784
Uttar Pradesh,Lucknow,Mohanlalganj,Dakhinwara,143634
Uttar Pradesh,Lucknow,Mohanlalganj,Dalauna,143685
Uttar Pradesh,Lucknow,Mohanlalganj,Danda Sikandarpur,143715
Uttar Pradesh,Lucknow,Mohanlalganj,Dauda Mau,143572
Uttar Pradesh,Lucknow,Mohanlalganj,Daudnagar,143680
Uttar Pradesh,Lucknow,Mohanlalganj,Daudpur Saidapur,143626
Uttar Pradesh,Lucknow,Mohanlalganj,Dayal Pur,143737
Uttar Pradesh,Lucknow,Mohanlalganj,Dehra Mau,143621
Uttar Pradesh,Lucknow,Mohanlalganj,Dehwa,143693
Uttar Pradesh,Lucknow,Mohanlalganj,Dewariya Bharsawa,143704
Uttar Pradesh,Lucknow,Mohanlalganj,Dewati,143721
Uttar Pradesh,Lucknow,Mohanlalganj,Dhakwa,143568
Uttar Pradesh,Lucknow,Mohanlalganj,Dhanuwa Sand,143697
Uttar Pradesh,Lucknow,Mohanlalganj,Dharmangad Khera,143689
Uttar Pradesh,Lucknow,Mohanlalganj,Dharmawat Khera,143688
Uttar Pradesh,Lucknow,Mohanlalganj,Dhaurahra,143635
Uttar Pradesh,Lucknow,Mohanlalganj,Dighari,143748
Uttar Pradesh,Lucknow,Mohanlalganj,Dular Mau,143569
Uttar Pradesh,Lucknow,Mohanlalganj,Dulhapur Husainabad,143667
Uttar Pradesh,Lucknow,Mohanlalganj,Faridpur,143575
Uttar Pradesh,Lucknow,Mohanlalganj,Fatehpur,143636
Uttar Pradesh,Lucknow,Mohanlalganj,Gadha,143759
Uttar Pradesh,Lucknow,Mohanlalganj,Gadhi,143730
Uttar Pradesh,Lucknow,Mohanlalganj,Gadhi mustafabad,143629
Uttar Pradesh,Lucknow,Mohanlalganj,Gadiyana,143716
Uttar Pradesh,Lucknow,Mohanlalganj,Gaura,143712
Uttar Pradesh,Lucknow,Mohanlalganj,Gauriya Kala,143583
Uttar Pradesh,Lucknow,Mohanlalganj,Gauriya Khurd,143720
Uttar Pradesh,Lucknow,Mohanlalganj,Gautam Khera,143708
Uttar Pradesh,Lucknow,Mohanlalganj,Ghur Sara,143675
Uttar Pradesh,Lucknow,Mohanlalganj,Ghuskar,143640
Uttar Pradesh,Lucknow,Mohanlalganj,Gomi Khera,143647
Uttar Pradesh,Lucknow,Mohanlalganj,Govindpur,143706
Uttar Pradesh,Lucknow,Mohanlalganj,Habuapur,143608
Uttar Pradesh,Lucknow,Mohanlalganj,Hardoiya,143665
Uttar Pradesh,Lucknow,Mohanlalganj,Hariharpur Patisa,143775
Uttar Pradesh,Lucknow,Mohanlalganj,Harikansh Garhi,143684
Uttar Pradesh,Lucknow,Mohanlalganj,Harinam Khera,143740
Uttar Pradesh,Lucknow,Mohanlalganj,Harrai,143659
Uttar Pradesh,Lucknow,Mohanlalganj,Hasan Pur,143765
Uttar Pradesh,Lucknow,Mohanlalganj,Hasnapur,143632
Uttar Pradesh,Lucknow,Mohanlalganj,Hullas Khera,143714
Uttar Pradesh,Lucknow,Mohanlalganj,Ichwaliya,143624
Uttar Pradesh,Lucknow,Mohanlalganj,Indrajeet Khera,143687
Uttar Pradesh,Lucknow,Mohanlalganj,Ismail Nagar,143668
Uttar Pradesh,Lucknow,Mohanlalganj,Jabarauli,143707
Uttar Pradesh,Lucknow,Mohanlalganj,Jahangeer Pur,143580
Uttar Pradesh,Lucknow,Mohanlalganj,Jamalpur Daduri,143727
Uttar Pradesh,Lucknow,Mohanlalganj,Jamalpur Kurmiyan,143620
Uttar Pradesh,Lucknow,Mohanlalganj,Jamoriya,143786
Uttar Pradesh,Lucknow,Mohanlalganj,Jaukhandi,143633
Uttar Pradesh,Lucknow,Mohanlalganj,Kabir Pur,143599
Uttar Pradesh,Lucknow,Mohanlalganj,Kamal Pur Bichlika,143746
Uttar Pradesh,Lucknow,Mohanlalganj,Kaneri,143764
Uttar Pradesh,Lucknow,Mohanlalganj,Kankaha,143731
Uttar Pradesh,Lucknow,Mohanlalganj,Kanta Karaundi,143761
Uttar Pradesh,Lucknow,Mohanlalganj,Kapera Madarpur,143652
Uttar Pradesh,Lucknow,Mohanlalganj,Karan Pur,143770
Uttar Pradesh,Lucknow,Mohanlalganj,Karora,143725
Uttar Pradesh,Lucknow,Mohanlalganj,Karorwa,143754
Uttar Pradesh,Lucknow,Mohanlalganj,Karsanda,143657
Uttar Pradesh,Lucknow,Mohanlalganj,Kasimpur Biruha,143595
Uttar Pradesh,Lucknow,Mohanlalganj,Katra Nagram,143757
Uttar Pradesh,Lucknow,Mohanlalganj,Kazee Khera,143587
Uttar Pradesh,Lucknow,Mohanlalganj,Kewali,143656
Uttar Pradesh,Lucknow,Mohanlalganj,Khawas Khera,143674
Uttar Pradesh,Lucknow,Mohanlalganj,Khuddi Khera,143782
Uttar Pradesh,Lucknow,Mohanlalganj,Khujauli,143683
Uttar Pradesh,Lucknow,Mohanlalganj,Khujehta,143692
Uttar Pradesh,Lucknow,Mohanlalganj,Kodra Raipur,143699
Uttar Pradesh,Lucknow,Mohanlalganj,Koriyani,143592
Uttar Pradesh,Lucknow,Mohanlalganj,Kubahra,143722
Uttar Pradesh,Lucknow,Mohanlalganj,Kudha,143719
Uttar Pradesh,Lucknow,Mohanlalganj,Kushmaura,143710
Uttar Pradesh,Lucknow,Mohanlalganj,Kutubpur,143631
Uttar Pradesh,Lucknow,Mohanlalganj,Lakhpera,143644
Uttar Pradesh,Lucknow,Mohanlalganj,Lalpur,143778
Uttar Pradesh,Lucknow,Mohanlalganj,Madapur,143732
Uttar Pradesh,Lucknow,Mohanlalganj,Madar Pur,143724
Uttar Pradesh,Lucknow,Mohanlalganj,Madari Khera,143741
Uttar Pradesh,Lucknow,Mohanlalganj,Madhar Mau Khurd,143562
Uttar Pradesh,Lucknow,Mohanlalganj,Madhar Mau kala,143563
Uttar Pradesh,Lucknow,Mohanlalganj,Mahmoodpur,143576
Uttar Pradesh,Lucknow,Mohanlalganj,Mahura Khurd,143630
Uttar Pradesh,Lucknow,Mohanlalganj,Mahurakala,143649
Uttar Pradesh,Lucknow,Mohanlalganj,Malauli,143591
Uttar Pradesh,Lucknow,Mohanlalganj,Malukpur Dhakwa,143567
Uttar Pradesh,Lucknow,Mohanlalganj,Mamai Mau,143661
Uttar Pradesh,Lucknow,Mohanlalganj,Manghauwa,143601
Uttar Pradesh,Lucknow,Mohanlalganj,Mangtaiya,143735
Uttar Pradesh,Lucknow,Mohanlalganj,Mastemau,143561
Uttar Pradesh,Lucknow,Mohanlalganj,Mastipur,143733
Uttar Pradesh,Lucknow,Mohanlalganj,Mau,143690
Uttar Pradesh,Lucknow,Mohanlalganj,Meenapur,143702
Uttar Pradesh,Lucknow,Mohanlalganj,Meesa,143578
Uttar Pradesh,Lucknow,Mohanlalganj,Menhdauli,143729
Uttar Pradesh,Lucknow,Mohanlalganj,Mirak Nagar,143760
Uttar Pradesh,Lucknow,Mohanlalganj,Miran Pur,143705
Uttar Pradesh,Lucknow,Mohanlalganj,Mitauli Adampur,143663
Uttar Pradesh,Lucknow,Mohanlalganj,Moazzam Nagar,143596
Uttar Pradesh,Lucknow,Mohanlalganj,Mohammadabad,143637
Uttar Pradesh,Lucknow,Mohanlalganj,Mohammadpur Garhi,143646
Uttar Pradesh,Lucknow,Mohanlalganj,Mohari Kala,143607
Uttar Pradesh,Lucknow,Mohanlalganj,Mohari Khurd,143606
Uttar Pradesh,Lucknow,Mohanlalganj,Mohiddeenpur,143677
Uttar Pradesh,Lucknow,Mohanlalganj,Nagram,143753
Uttar Pradesh,Lucknow,Mohanlalganj,Nandauli,143781
Uttar Pradesh,Lucknow,Mohanlalganj,Natauli,143788
Uttar Pradesh,Lucknow,Mohanlalganj,Nigohan,143772
Uttar Pradesh,Lucknow,Mohanlalganj,Nizampur,143585
Uttar Pradesh,Lucknow,Mohanlalganj,Noorpur Behata,143570
Uttar Pradesh,Lucknow,Mohanlalganj,Paharnagar Tikariya,143598
Uttar Pradesh,Lucknow,Mohanlalganj,Pahasa,143623
Uttar Pradesh,Lucknow,Mohanlalganj,Panjsara,143651
Uttar Pradesh,Lucknow,Mohanlalganj,Paraspur Thaththa,143709
Uttar Pradesh,Lucknow,Mohanlalganj,Parehta,143681
Uttar Pradesh,Lucknow,Mohanlalganj,Patauna,143749
Uttar Pradesh,Lucknow,Mohanlalganj,Pooran Pur,143679
Uttar Pradesh,Lucknow,Mohanlalganj,Purahiya,143783
Uttar Pradesh,Lucknow,Mohanlalganj,Purseni,143686
Uttar Pradesh,Lucknow,Mohanlalganj,Raghunath Khera,143742
Uttar Pradesh,Lucknow,Mohanlalganj,Rahmatnagar,143645
Uttar Pradesh,Lucknow,Mohanlalganj,Raibhan Khera,143691
Uttar Pradesh,Lucknow,Mohanlalganj,Rakeebabad,143605
Uttar Pradesh,Lucknow,Mohanlalganj,Ramdas Pur,143787
Uttar Pradesh,Lucknow,Mohanlalganj,Rampurgadhi Jamuni,143769
Uttar Pradesh,Lucknow,Mohanlalganj,Rasoolpur Ashik Ali,143670
Uttar Pradesh,Lucknow,Mohanlalganj,Rasoolpur Tikniyamau,143584
Uttar Pradesh,Lucknow,Mohanlalganj,Ratana Pur,143779
Uttar Pradesh,Lucknow,Mohanlalganj,Rati,143744
Uttar Pradesh,Lucknow,Mohanlalganj,Ratiya Mau,143622
Uttar Pradesh,Lucknow,Mohanlalganj,Raypur,143613
Uttar Pradesh,Lucknow,Mohanlalganj,Sadarpur Karora,143588
Uttar Pradesh,Lucknow,Mohanlalganj,Sadrapur,143614
Uttar Pradesh,Lucknow,Mohanlalganj,Sahas Ghat,143573
Uttar Pradesh,Lucknow,Mohanlalganj,Salauli,143589
Uttar Pradesh,Lucknow,Mohanlalganj,Salempur,143648
Uttar Pradesh,Lucknow,Mohanlalganj,Salempur Achaka,143762
Uttar Pradesh,Lucknow,Mohanlalganj,Sallahimau,143571
Uttar Pradesh,Lucknow,Mohanlalganj,Samesi,143750
Uttar Pradesh,Lucknow,Mohanlalganj,Sarai Gudauli,143654
Uttar Pradesh,Lucknow,Mohanlalganj,Sarai Karora,143586
Uttar Pradesh,Lucknow,Mohanlalganj,Sarauna,143662
Uttar Pradesh,Lucknow,Mohanlalganj,Sarthuwa,143676
Uttar Pradesh,Lucknow,Mohanlalganj,Sathwara,143600
Uttar Pradesh,Lucknow,Mohanlalganj,Selhu Mau,143660
Uttar Pradesh,Lucknow,Mohanlalganj,Semarapitpur,143610
Uttar Pradesh,Lucknow,Mohanlalganj,Semnapur,143590
Uttar Pradesh,Lucknow,Mohanlalganj,Shahmohammadpur Apaeya,143751
Uttar Pradesh,Lucknow,Mohanlalganj,Shahzadepur,143669
Uttar Pradesh,Lucknow,Mohanlalganj,Shekhnapur,143627
Uttar Pradesh,Lucknow,Mohanlalganj,Sherpur Lawal,143773
Uttar Pradesh,Lucknow,Mohanlalganj,Shifatnagar,143643
Uttar Pradesh,Lucknow,Mohanlalganj,Shivdhara,143678
Uttar Pradesh,Lucknow,Mohanlalganj,Shivlar,143619
Uttar Pradesh,Lucknow,Mohanlalganj,Siddhpura,143604
Uttar Pradesh,Lucknow,Mohanlalganj,Sikandarpur Amauliya,143603
Uttar Pradesh,Lucknow,Mohanlalganj,Sirs,143739
Uttar Pradesh,Lucknow,Mohanlalganj,Sisendi,143700
Uttar Pradesh,Lucknow,Mohanlalganj,Sithauli Kala,143612
Uttar Pradesh,Lucknow,Mohanlalganj,Sithauli Khurd,143609
Uttar Pradesh,Lucknow,Mohanlalganj,Sonai Kanjehra,143597
Uttar Pradesh,Lucknow,Mohanlalganj,Sulsa Mau,143701
Uttar Pradesh,Lucknow,Mohanlalganj,Suriya Mau,143574
Uttar Pradesh,Lucknow,Mohanlalganj,Tamoriya,143723
Uttar Pradesh,Lucknow,Mohanlalganj,Tikra,143734
Uttar Pradesh,Lucknow,Mohanlalganj,Tikra Jugraj,143616
Uttar Pradesh,Lucknow,Mohanlalganj,Uday Pur,143767
Uttar Pradesh,Lucknow,Mohanlalganj,Utrawan,143747
Uttar Pradesh,Lucknow,Mohanlalganj,Uttaar Gaon,143695
Uttar Pradesh,Lucknow,Sadar,Aaraji Mahtab Bagh,941532
